YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEUBIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2017,Q4,10,5,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,2865.5,2383,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-05,2017,Q4,10,5,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Parupeneus Indicus,Acanthopagrus Spp|Acanthurus Monroviae|Carangidae|Caranx Spp|Chanos Chanos|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Ocyurus Chrysurus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp|Stolephorus Indicus,-
2017,Q4,10,5,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,2865.5,2383,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-05,2017,Q4,10,5,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Rastrelliger Kanagurta,Acanthopagrus Spp|Acanthurus Monroviae|Carangidae|Caranx Spp|Chanos Chanos|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Ocyurus Chrysurus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp|Stolephorus Indicus,-
2017,Q4,10,5,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,2865.5,2383,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-05,2017,Q4,10,5,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Scomberomorus Spp,Acanthopagrus Spp|Acanthurus Monroviae|Carangidae|Caranx Spp|Chanos Chanos|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Ocyurus Chrysurus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp|Stolephorus Indicus,-
2017,Q4,10,5,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,2865.5,2383,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-05,2017,Q4,10,5,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Selaroides Leptolepis,Acanthopagrus Spp|Acanthurus Monroviae|Carangidae|Caranx Spp|Chanos Chanos|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Ocyurus Chrysurus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp|Stolephorus Indicus,-
2017,Q4,10,5,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,2865.5,2383,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-05,2017,Q4,10,5,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Sillago Sihama,Acanthopagrus Spp|Acanthurus Monroviae|Carangidae|Caranx Spp|Chanos Chanos|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Ocyurus Chrysurus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp|Stolephorus Indicus,-
2017,Q4,10,5,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,2865.5,2383,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-05,2017,Q4,10,5,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Sphyraena Spp,Acanthopagrus Spp|Acanthurus Monroviae|Carangidae|Caranx Spp|Chanos Chanos|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Ocyurus Chrysurus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp|Stolephorus Indicus,-
2017,Q4,10,5,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,2865.5,2383,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-05,2017,Q4,10,5,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Stolephorus Indicus,Acanthopagrus Spp|Acanthurus Monroviae|Carangidae|Caranx Spp|Chanos Chanos|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Ocyurus Chrysurus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp|Stolephorus Indicus,-
2017,Q4,10,5,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,2865.5,2383,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-05,2017,Q4,10,5,3044990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Istiophorus Platypterus,Acanthopagrus Spp|Acanthurus Monroviae|Carangidae|Caranx Spp|Chanos Chanos|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Ocyurus Chrysurus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp|Stolephorus Indicus,-
2017,Q4,10,5,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,2865.5,2383,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-05,2017,Q4,10,5,3063390,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Portunus Pelagicus,Acanthopagrus Spp|Acanthurus Monroviae|Carangidae|Caranx Spp|Chanos Chanos|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Ocyurus Chrysurus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp|Stolephorus Indicus,-
2017,Q4,10,5,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,2865.5,2383,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-05,2017,Q4,10,5,3074220,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Loligo Spp,Acanthopagrus Spp|Acanthurus Monroviae|Carangidae|Caranx Spp|Chanos Chanos|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Ocyurus Chrysurus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp|Stolephorus Indicus,-
2017,Q4,10,5,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,10624.15,8247.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-31,2017,Q4,10,31,230910,230910|230910,Aves,Aves|Pesca,-
2017,Q4,10,5,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,10624.15,8247.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-31,2017,Q4,10,31,230910,230910|230910,Pesca,Aves|Pesca,-
2017,Q4,10,5,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,10512.91,8160.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-31,2017,Q4,10,31,230910,230910|230910,Aves,Aves|Pesca,-
2017,Q4,10,5,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,10512.91,8160.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-31,2017,Q4,10,31,230910,230910|230910,Pesca,Aves|Pesca,-
2017,Q4,10,5,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,859.36,629.76,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-30,2017,Q4,10,30,230910,230910,Aves,Aves,-
2017,Q4,10,5,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,15639.48,11846.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-30,2017,Q4,10,30,230910,230910|230910,Aves,Aves|Pesca,-
2017,Q4,10,5,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,15639.48,11846.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-10-30,2017,Q4,10,30,230910,230910|230910,Pesca,Aves|Pesca,-
2017,Q4,10,5,US,GB,Stansted,GB,GB,US,United States,GB,CVEDP,No,Human Consumption,4.53,4,/,/,Not satisfactory,Satisfactory,Not Done,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,2. Destruction,1. Absence/Invalid Certificate,2017-10-05,2017,Q4,10,5,402,402,Bos Taurus,Bos Taurus,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,23798.13,21538,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-23,2017,Q4,10,23,160232,160232,Aves,Aves,-
2017,Q4,10,5,CA,GB,"Grimsby-Immingham, P",GB,GB,CA,Canada,GB,CVEDP,No,Human Consumption,22188,18866,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-10,2017,Q4,10,10,16052190,16052190,Pandalus Spp,Pandalus Spp,-
2017,Q4,10,5,CA,GB,"Grimsby-Immingham, P",GB,GB,CA,Canada,GB,CVEDP,No,Human Consumption,22412,18675,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-10,2017,Q4,10,10,16052190,16052190,Pandalus Spp,Pandalus Spp,-
2017,Q4,10,5,CA,GB,"Grimsby-Immingham, P",GB,GB,CA,Canada,GB,CVEDP,No,Human Consumption,22419,18877,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-10,2017,Q4,10,10,16052190,16052190,Pandalus Spp,Pandalus Spp,-
2017,Q4,10,5,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,23152.5,22050,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,160232,160232,Aves,Aves,-
2017,Q4,10,5,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,2122.82,2055,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-18,2017,Q4,10,18,2109939,2109939,Aves,Aves,-
2017,Q4,10,5,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,23763.32,20610,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-18,2017,Q4,10,18,160232,160232,Aves,Aves,-
2017,Q4,10,5,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,24792,24000,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-16,2017,Q4,10,16,2109939,2109939,Aves,Aves,Salmonella spp.
2017,Q4,10,5,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,21924,21000,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-14,2017,Q4,10,14,2109939,2109939,Aves,Aves,-
2017,Q4,10,5,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,24763.2,23100,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-18,2017,Q4,10,18,160232,160232,Aves,Aves,-
2017,Q4,10,5,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,24763.2,23100,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-23,2017,Q4,10,23,160232,160232,Aves,Aves,Salmonella spp.
2017,Q4,10,5,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,18711,17325,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-18,2017,Q4,10,18,160232,160232,Aves,Aves,-
2017,Q4,10,5,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,10478.4,10036.8,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-17,2017,Q4,10,17,160232,160232,Aves,Aves,-
2017,Q4,10,5,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,14797.72,14325,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-17,2017,Q4,10,17,2109939,2109939,Aves,Aves,-
2017,Q4,10,5,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,19440.96,18480,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-28,2017,Q4,10,28,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,London Gateway,AT,AT,TH,Thailand,GB,CVEDP,No,Human Consumption,18480,16800,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-10,2017,Q4,10,10,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",AT,AT,TH,Thailand,GB,CVEDP,No,Human Consumption,20596.96,18283.8,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-18,2017,Q4,10,18,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",AT,AT,TH,Thailand,GB,CVEDP,No,Human Consumption,20872.04,19180,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-17,2017,Q4,10,17,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",AT,AT,TH,Thailand,GB,CVEDP,No,Human Consumption,22283.5,20500,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-18,2017,Q4,10,18,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",AT,AT,TH,Thailand,GB,CVEDP,No,Human Consumption,22468,20500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-16,2017,Q4,10,16,160232,160232,Aves,Aves,-
2017,Q4,10,5,CA,GB,Heathrow,GB,GB,CA,Canada,GB,CVEDP,No,Human Consumption,1362,1357,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-07,2017,Q4,10,7,3079100,3079100,Mercenaria Mercenaria,Mercenaria Mercenaria,-
2017,Q4,10,5,CA,GB,Heathrow,GB,GB,CA,Canada,GB,CVEDP,No,Human Consumption,990,720,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-06,2017,Q4,10,6,3063210,3063210,Homarus Spp,Homarus Spp,-
2017,Q4,10,5,TH,GB,Heathrow,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,1026,750,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-06,2017,Q4,10,6,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,7526.74,5762.73,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-05,2017,Q4,10,5,1905,1905,-,,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,926.38,655.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-25,2017,Q4,10,25,1905,1905,-,,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,5392.51,3924.48,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-23,2017,Q4,10,23,1905,1905,-,,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,18654.01,17010.25,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-22,2017,Q4,10,22,160239,160239,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,21006.4,19000,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-22,2017,Q4,10,22,160239,160239,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20492.85,19031.25,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-21,2017,Q4,10,21,160239,160239,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,12122.44,11622,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-22,2017,Q4,10,22,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,13428.5,13000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-23,2017,Q4,10,23,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20640,20000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-24,2017,Q4,10,24,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20245.73,19081.75,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-24,2017,Q4,10,24,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20180.68,19360,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-21,2017,Q4,10,21,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,16915,15300,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-24,2017,Q4,10,24,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,15665,13455,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-21,2017,Q4,10,21,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20192,19440,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-21,2017,Q4,10,21,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20800,20000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-21,2017,Q4,10,21,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20860,20000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-23,2017,Q4,10,23,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,19644.74,18593.12,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-22,2017,Q4,10,22,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,19910.64,19320,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-24,2017,Q4,10,24,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20796.48,20160,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-24,2017,Q4,10,24,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20816.64,20160,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-31,2017,Q4,10,31,160232,160232,Aves,Aves,-
2017,Q4,10,5,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20816.64,20160,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,160232,160232,Aves,Aves,-
